name,aquifertype,label,latitude,longitude,datasource,status,welltagno,emsid,uniqueID,GlobalID,URL AQRT Report,CMSLite URL,elevation,FID,summary,obswellcode,GlobalID_2,CreationDate,Creator,EditDate,Editor,x,y,wkid
OBS WELL 119 - Armstrong (Spallumcheen),,OBS Well 119,50.426100,-119.217200,UNKNOWN,INACTIVE,24104,1400958,119,f79ef434-9b54-474c-a6f1-e7e47686a284,,,,49,"Observation Well 119 was active between 1971 and 2010. It was located in surficial confined aquifer 111, a IIIC aquifer in the Spallumcheen area. It was initially included in the network as part of a groundwater research project. ",119,6afac619-26bd-4557-b926-032b7ef29be8,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,-13271197.997799857,6520398.497557144,102100
OBS WELL 339 - Queen Charlotte Island / Haida Gwaii,,OBS Well 339,53.222922,-131.795081,,INACTIVE,81594,,,,,,,50,Observation Well 339 was active between 1996 and 2000. It was located in an unmapped surficial aquifer. It was initially included in the network as part of a groundwater research project.,339,357efc17-bdd5-4d51-b8a2-6b2f53ff76d1,"11/23/2017, 11:40 AM",RTURGANO_governmentofbc,"11/29/2017, 10:00 AM",RTURGANO_governmentofbc,-14671230.235131692,7024195.175404024,102100
OBS WELL 078 - Lone Butte (south of Matsuda Road),,OBS Well 078,51.555500,-121.203300,,INACTIVE,20630,1401072,,,,,,51,"Observation Well 78 was active between 1972 and 2008. It was located in bedrock aquifer 124, a IIIB aquifer near Lone Butte. It was initially included in the network to monitor water levels in developed aquifers.",078,0b4bd4d7-ed20-4071-bcfc-043c8e15970f,"11/23/2017, 11:42 AM",RTURGANO_governmentofbc,"11/27/2017, 3:39 PM",RTURGANO_governmentofbc,-13492302.178914327,6720168.283616212,102100
OBS WELL 077 - Keremeos (Hwy 3 and Middle Bench Road),,OBS Well 077,49.208700,-119.813100,Manual,INACTIVE,22625,1401032,,,,,,52,"Observation Well 077 was active between 1969 and 2010. The water level data for this well from 1972-2010 is available. The well was located in surficial aquifer 259, a IIA aquifer near Keremeos. It was initially included in the network as part of a groundwater research project.",077,6dde9c91-0bd4-4181-9ed7-1abd5f7e4a9f,"11/23/2017, 11:45 AM",RTURGANO_governmentofbc,"11/27/2017, 3:39 PM",RTURGANO_governmentofbc,-13337518.35325648,6310361.632672986,102100
OBS WELL 360 - Langley (2145 200 St),,OBS Well 360,49.040736,-122.671377,Active well without real-time data,INACTIVE,84697,E255156,,,http://aqrt.nrs.gov.bc.ca/Report/Show/1488/OW360.Groundwater%20Level%20Chart.pdf,,,53,"Observation Well 360 was established in 2004. It is located in surficial aquifer 41 (Brookswood Aquifer),  a  IA  aquifer in Langley. It was established to monitor water levels in developed aquifers.",360,e38c58c2-a14d-4c2e-b442-bf972765ec8f,"11/23/2017, 1:20 PM",RTURGANO_governmentofbc,"11/27/2017, 3:40 PM",RTURGANO_governmentofbc,-13655722.338218734,6281762.029208038,102100
OBS WELL 076 - Keremeos (9th Ave and 5th Street),,OBS Well 076,49.203700,-119.828300,,INACTIVE,22585,1401031,,,,,,56,"Observation Well 76 was active between 1969 and 2010. It was located in surficial aquifer 259, a IIA aquifer near Keremeos. It was initially included in the network as part of a groundwater research project.",076,d97ad7ea-7b0e-4ade-b25e-2207a6b6c5f8,"11/23/2017, 1:37 PM",RTURGANO_governmentofbc,"11/27/2017, 3:37 PM",RTURGANO_governmentofbc,-13339200.854888,6309484.623872052,102100
OBS WELL 348 - Oliver (Hwy 97 and Park Rill Road),,OBS Well 348,49.214000,-119.558100,,INACTIVE,79040,E254833,,,,,,57,"Observation Well 348 was active between October 2000 and January 2007. It was located in surficial aquifer 255, a IA aquifer in the Oliver area. It was initially included in the network to monitor water levels in developed aquifers.",348,e6d56509-5c46-4312-97b6-c056833bb17d,"11/23/2017, 1:41 PM",RTURGANO_governmentofbc,"11/27/2017, 3:45 PM",RTURGANO_governmentofbc,-13309117.551161394,6311250.438375295,102100
OBS WELL 097 - Osoyoos (Meadowlark Drive and 74th Ave),,OBS Well 097,49.028300,-119.475900,,INACTIVE,22772,1401094,,,,,,58,"Observation Well 97 was active between September 1969 and March 2008. It was located in surficial aquifer 193, a IIA aquifer located in the Osoyoos area. It was initially included in the network as part of a groundwater research project.",097,bdda7ac0-085b-4f1e-98d9-e9bc1fdbdfdb,"11/23/2017, 1:46 PM",RTURGANO_governmentofbc,"11/27/2017, 3:36 PM",RTURGANO_governmentofbc,-13299994.558575224,6279654.526747449,102100
OBS WELL 341 - Metchosin (Arden Road),,OBS Well 341,48.372700,-123.574600,,INACTIVE,62648,E240083,,,,,,59,"Observation Well 341 was active between May 1999 and December 2006. It was located in bedrock aquifer 606, a IIIA aquifer in the Metchosin area. It was initially included in the network to monitor water levels in developed aquifers.",341,2aae8fb4-3278-4bb7-9946-36b93fa2d421,"11/23/2017, 1:49 PM",RTURGANO_governmentofbc,"11/29/2017, 9:53 AM",RTURGANO_governmentofbc,-13756161.820547132,6169089.706559508,102100
OBS WELL 333 - Central Saanich (617 Senanus Drive),,,48.596600,-123.473900,,INACTIVE,58854,E232062,,,,,,60,"Observation Well 333 was active between November 1997 and December 2006. It was located in bedrock aquifer 608, a IIIB aquifer in the Central Saanich area. It was initially included in the network to monitor water levels in developed aquifers.",333,5801ec40-c878-4e9c-85e3-c04888cedc9a,"11/23/2017, 1:51 PM",RTURGANO_governmentofbc,"11/23/2017, 1:52 PM",RTURGANO_governmentofbc,-13745053.465752432,6206685.016835338,102100
OBS WELL 323 - Hornby Island (Whaling Bay Station),,,49.527700,-124.611000,,INACTIVE,39613,E219609,,,,,,61,"Observation Well 323 was active between June 1993 and June 2007. It was located in bedrock aquifer 435, a IA aquifer on Hornby Island. It was initially included in the network to monitor water levels in developed aquifers.",323,c72e0b71-cbce-48d2-9a42-d6ec1c512ade,"11/23/2017, 1:52 PM",RTURGANO_governmentofbc,"11/23/2017, 1:53 PM",RTURGANO_governmentofbc,-13871613.36081926,6364873.473032815,102100
OBS WELL 194 - Gabriola Island (North Road),,,49.174100,-123.843800,,INACTIVE,26710,1400067,,,,,,62,"Observation Well 194 was active between August 1973 and May 2007. It was located in bedrock aquifer 709, a IIA aquifer on Gabriola Island. It was initially included in the network as part of a groundwater research project.",194,3e230762-154c-45d6-946b-3371afc55e9a,"11/23/2017, 1:55 PM",RTURGANO_governmentofbc,"11/23/2017, 1:56 PM",RTURGANO_governmentofbc,-13786223.379425462,6304462.083495226,102100
OBS WELL 126 - Mayne Island (Georgina Point Rd.),,,48.860500,-123.292000,,INACTIVE,26713,1400085,,,,,,63,"Observation Well 126 was active between 1972 and 2006. It was located in bedrock aquifer 447, a IIA aquifer on Mayne Island. It was initially included in the network to monitor water levels in developed aquifers.",126,32ccd466-7b48-4d89-91d1-bde6caa718ca,"11/23/2017, 1:57 PM",RTURGANO_governmentofbc,"11/23/2017, 1:58 PM",RTURGANO_governmentofbc,-13724800.867391435,6251221.241783095,102100
OBS WELL 230 - Cranbrook (Cranbrook Street North),,,49.528500,-115.749600,,INACTIVE,17987,1400070,,,,,,64,"Observation Well 230 was active between 1978 and 2003. Water level data between 1986 and 2003 is available. The well was located in surficial aquifer 524, a IIA aquifer in Cranbrook. It was initially included in the network to monitor water levels in developed aquifers.",230,cc829af3-aa88-45ae-a5c0-f90e8fa8d559,"11/23/2017, 2:07 PM",RTURGANO_governmentofbc,"11/23/2017, 2:08 PM",RTURGANO_governmentofbc,-12885173.991075143,6365025.008823228,102100
OBS WELL 208 - Duncan (Boys Road),,,48.771300,-123.693300,,INACTIVE,33478,1400124,,,,,,65,"Observation Well 208 was active between 1975 and 2006. The water level data for this well from 1991 - 2003 is available. After it was removed from the Provincial network, this well was used in a local study and water level information from 2010 to 2014 is also available. This well was located in surficial aquifer 186, a IA aquifer in the Duncan area. It was initially included in the network to monitor water levels in developed aquifers.",208,7546f84f-c373-42de-98c4-228a440e6c39,"11/23/2017, 2:08 PM",RTURGANO_governmentofbc,"11/23/2017, 2:09 PM",RTURGANO_governmentofbc,-13769468.601732507,6236142.71820834,102100
OBS WELL 177 - Lake Country (Redecopp Road),,,50.047600,-119.398500,,INACTIVE,26376,1401140,,,,,,66,"Observation Well 177 was active between 1972 and 2003. The water level data for this well from 1991-2003 is available. It was located in surficial aquifer 344, a IB aquifer in the Oyama area. It was initially included in the network as part of a groundwater research project.",177,ffee7bbe-c27c-4e72-8f2c-8338c5db5e23,"11/23/2017, 2:11 PM",RTURGANO_governmentofbc,"11/23/2017, 2:12 PM",RTURGANO_governmentofbc,-13291340.211473685,6454520.422993417,102100
OBS WELL 152 - Summerland (Britton Road),,OBS Well 152,49.570700,-119.628800,,INACTIVE,22793,1400968,,,,,,67,"Observation Well 152 was active between 1969 and 1995. The water level data for this well from 1989 - 1995 is available. It was located in surficial aquifer 297, a IIIB aquifer in Summerland. It was initially included in the network as part of a groundwater research project.",152,7f7a7997-4ee3-4152-ba23-2a06c6a682a8,"11/23/2017, 2:14 PM",RTURGANO_governmentofbc,"12/13/2017, 3:43 PM",RTURGANO_governmentofbc,-13317012.92006038,6372258.531340267,102100
OBS WELL 315 - Ladysmith (3957 Yellowpoint Road),,OBS Well 315,49.042400,-123.772300,,INACTIVE,30239,E217413,,,,,,68,"Observation Well 315 was active between March 1992 and April 2007. Water level data is available for this well from 1992-2004. It was located in bedrock aquifer 162, a IIA aquifer in the Yellowpoint area. It was initially included in the network to monitor water levels in developed aquifers.",315,efc385f6-a9d4-4083-a8e8-2fed0a185e77,"11/23/2017, 2:21 PM",RTURGANO_governmentofbc,"12/13/2017, 3:43 PM",RTURGANO_governmentofbc,-13778260.452848043,6282060.644763134,102100
OBS WELL 350 - Mill Bay (near Gillespie Place),,OBS Well 350,48.646700,-123.563400,,INACTIVE,81555,E243899,,,,,,71,"Observation Well 350 was active in the network between March 2001 and January 2006. There is water level data available for this well  from July 1988 - February 2001, prior to it being included in the network. The entire water level record for this well is available from July 1988 to January 2006. It was located in surficial aquifer 206, a IIA aquifer. It was initially included in the network to monitor water levels in developed aquifers.",350,6d5d129d-14ce-42dd-a98e-8fe940427f44,"11/23/2017, 2:35 PM",RTURGANO_governmentofbc,"11/27/2017, 3:40 PM",RTURGANO_governmentofbc,-13754999.839578494,6215120.838692949,102100
OBS WELL 318 - Duncan Fish Hatchery (Wharncliffe Rd.),,OBS Well 318,48.773977,-123.685561,,INACTIVE,59654,E218238,,,http://aqrt.nrs.gov.bc.ca/Report/Show/2178/OW318.GroundwaterChart.pdf,,,72,"Observation Well 318 was established in 1992. It is located in surficial aquifer 186,  a  IA  aquifer near Duncan. It was established to monitor water levels in developed aquifers.",318,5efb5399-aafa-40eb-b629-2cb5e40f0f74,"11/27/2017, 2:15 PM",RTURGANO_governmentofbc,"12/13/2017, 3:43 PM",RTURGANO_governmentofbc,-13768616.654821793,6236596.082880878,102100
OBS WELL 228 - Cassidy (Timberlands Rd.),,OBS Well 228,49.044730,-123.872714,,INACTIVE,3155,1401438,,,http://aqrt.nrs.gov.bc.ca/Report/Show/2146/OW228.GroundwaterChart.pdf,,,73,"Observation Well 228 was established in 1978. It is located in surficial aquifer 160,  a  IIIC  aquifer near Cassidy. It was established to monitor water levels in developed aquifers.",228,c1265ab6-773e-4edb-9b08-d6acc272aac5,"11/27/2017, 2:18 PM",RTURGANO_governmentofbc,"12/13/2017, 3:43 PM",RTURGANO_governmentofbc,-13789449.23715366,6282453.954582938,102100
Obs Well 061 - Central Saanich (Glidden Road),,OW 061,48.560506,-123.393758,,INACTIVE,21782,E1400053,61,,,,,74,"Observation Well 61 was active between September 1970 and August 2013. It is located in surficial aquifer 612, a IIB aquifer in Central Saanich. It was included in the network to monitor developed aquifers.",061,00ed1d31-b0fa-419c-981a-0826d048e40f,"12/8/2017, 4:03 PM",RTURGANO_governmentofbc,"12/8/2017, 4:07 PM",RTURGANO_governmentofbc,-13736120.155835608,6200591.540827406,102100
,,,,,,,,,,,,,,75,,,37cb7afb-d159-40ab-9a60-fda338f18c6a,"12/8/2017, 4:07 PM",RTURGANO_governmentofbc,"12/8/2017, 4:07 PM",RTURGANO_governmentofbc,-13631052.186530296,6977241.505411189,102100
Obs Well 347 - Quesnel (Red Bluff),,OBS Well 347,52.968904,-122.449852,,INACTIVE,79019,E253549,,,,,,76,"Observation Well 347 was active between August 2000 and December 2006. It was located in surficial aquifer 117, a IA aquifer in the Quesnel area. It was included in the network to monitor developed aquifers.",347,d927d55b-893b-4661-acb1-a5f3af8ce72f,"12/8/2017, 4:07 PM",RTURGANO_governmentofbc,"12/8/2017, 4:11 PM",RTURGANO_governmentofbc,-13631052.186530296,6977242.699739756,102100
Obs Well 330 - Cassidy,,OBS Well 330,49.071023,-123.877597,,INACTIVE,62730,E223089,330,,,,,78,"Observation Well 330 was active between May 1996 and October 2007. It was located in surficial aquifer 161, a IIA aquifer in the Cassidy area. It was included in the network to monitor developed aquifers.",330,d509856f-49a7-4d6b-b679-43bd0f88cf29,"12/22/2017, 2:42 PM",JKROGH_governmentofbc,"12/22/2017, 2:50 PM",JKROGH_governmentofbc,-13790070.441584049,6286896.632691606,102100
Obs Well 331 - Bowser,,OBS Well 331,49.447560,-124.709139,,INACTIVE,6335,E232042,331,,,,,79,"Observation Well 331 was active between April 1996 and November 2007. It was located in surficial aquifer 416, a IIB aquifer in the Deep Bay area. It was included in the network to monitor developed aquifers, however, pumping interference due to the proximity of this well to production wells in the area was evident in the water level record. This well was removed from the network as Observation Well 310 was also monitoring the same aquifer.",331,65ea8826-ef51-4c18-83d3-5133b2b866d3,"1/2/2018, 11:33 AM",JKROGH_governmentofbc,"1/2/2018, 11:36 AM",JKROGH_governmentofbc,-13882544.563842308,6351149.246821707,102100
Obs Well 062 - North Saanich,,OBS Well 062,48.676822,-123.456215,,INACTIVE,20483,1400059,62,,,,,80,"Observation Well 62 was active between June 1975 and April 2005. It was located in bedrock aquifer 608, a IIB aquifer in North Saanich. It was included in the network to monitor developed aquifers. In the data record between 2000 and 2006 there was significant interference from a nearby production well.",062,4d171aaa-9a1c-406d-b0ca-07a6c040238f,"1/2/2018, 11:39 AM",JKROGH_governmentofbc,"1/2/2018, 11:51 AM",JKROGH_governmentofbc,-13743101.351866657,6220193.493767164,102100
Obs Well 084 - Mackenzie,,OBS Well 084,55.414947,-123.048589,,INACTIVE,20927,1401076,84,,,,,81,Observation Well 84 was active between 1967 and 1990. It was located in an unmapped bedrock aquifer. It was included in the network for forecasting purposes  and to obtain baseline data.,084,21f34397-d721-45d3-8bdb-3e8901b4ad71,"1/2/2018, 11:41 AM",JKROGH_governmentofbc,"1/2/2018, 11:51 AM",JKROGH_governmentofbc,-13697691.639785858,7442819.842312487,102100
Obs Well 202 - Alert Bay,,OBS Well 202,50.584877,-126.921000,,INACTIVE,32422,E206222,202,,,,,82,"Observation Well 202 was a production well which was included in the network in 1975 to collect water chemistry data and was located in surficial aquifer 858, a IB aquifer near Alert Bay. The water chemistry information is available in the EMS database under site ID E206222. Observation Well 201 is also monitoring aquifer 858 for both water levels and water chemistry since 1975.",202,38492fa3-01f7-4e34-a9ef-c0852ae12abd,"1/2/2018, 11:44 AM",JKROGH_governmentofbc,"1/2/2018, 11:45 AM",JKROGH_governmentofbc,-14128780.34451772,6548188.739522285,102100
